DatabaseFingerprint,UnitId,ID_figurine,Type,Nom_datasheet
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:57,11,proxy,WHIRLWIND
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:58,11,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:59,11,real,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:63,11,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:69,11,proxy,RHINO
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:70,11,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:75,11,proxy,WHIRLWIND
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:76,11,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:77,11,real,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:81,11,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:87,11,proxy,RHINO
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:88,11,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:10,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:6,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:7,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:8,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:75,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:76,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:77,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:86,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:85,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:86,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:87,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:91,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:66,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:67,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:68,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:77,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:60,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:61,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:62,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:71,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:78,12,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:79,12,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:80,12,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:89,12,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:10,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:6,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:7,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:8,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:75,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:76,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:77,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:86,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:85,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:86,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:87,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:91,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:66,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:67,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:68,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:77,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:60,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:61,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:62,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:71,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:78,13,real,GLADIATOR LANCER
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:79,13,proxy,GLADIATOR REAPER
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:80,13,proxy,GLADIATOR VALIANT
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:89,13,proxy,IMPULSOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:70,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:71,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:72,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:73,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:76,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:77,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:72,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:73,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:74,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:78,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:84,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:85,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:82,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:83,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:84,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:88,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:89,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:90,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:63,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:64,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:65,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:69,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:75,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:76,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-34-grey-knights:unit:17,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-34-grey-knights:unit:18,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-49-space-marines:unit:39,14,proxy,HUNTER
fnv1a-c57e67f4-35597364,book-49-space-marines:unit:40,14,proxy,STALKER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:57,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:58,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:59,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:63,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:69,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:70,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:75,14,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:76,14,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:77,14,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:81,14,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:87,14,proxy,RHINO
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:88,14,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:70,15,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:71,15,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:72,15,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:73,15,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:76,15,proxy,RHINO
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:77,15,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:72,15,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:73,15,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:74,15,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:78,15,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:84,15,proxy,RHINO
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:85,15,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:82,15,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:83,15,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:84,15,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:88,15,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:89,15,proxy,RHINO
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:90,15,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:63,15,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:64,15,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:65,15,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:69,15,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:75,15,proxy,RHINO
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:76,15,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-34-grey-knights:unit:17,15,proxy,RHINO
fnv1a-c57e67f4-35597364,book-34-grey-knights:unit:18,15,proxy,RAZORBACK
fnv1a-c57e67f4-35597364,book-49-space-marines:unit:39,15,proxy,HUNTER
fnv1a-c57e67f4-35597364,book-49-space-marines:unit:40,15,proxy,STALKER
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:57,15,real,WHIRLWIND
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:58,15,proxy,PREDATOR DESTRUCTOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:59,15,proxy,PREDATOR ANNIHILATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:63,15,proxy,VINDICATOR
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:69,15,proxy,RHINO
